Type,PU Volt,Angle (Deg),Gen MW,Gen Mvar,Load MW,Load Mvar,Gen Mvar(max),Gen Mvar(min),"Slack yes,no",Slack Weight
2,1.045757176,-1.591842859,0.569999952,,3.59174911,1.189379797,20,-20,0,0
3,1.028608726,-5.217364846,0,,1.583640965,0.520517614,,,0,0
3,1.012488094,-5.182895386,0,,24.72887896,8.837057449,,,0,0
2,1.020133549,-5.118347547,1.119999984,,2.685738066,0.882759413,10,-10,0,0
3,1.042586926,-3.706817606,0,,5.462499488,2.173072778,,,0,0
3,1.049999998,5.976702913,0,,0,0,,,0,0
3,1.049999995,6.541472572,0,,0,0,,,0,0
2,1.049999399,6.436419198,0,,0,0,50,-50,1,1
2,1.049999997,3.96474789,0,,0,0,50,-50,1,1
2,1.049976972,-8.290723568,0,,0,0,50,-50,1,1
2,1.046326215,-12.48862109,0,,0,0,50,-50,1,1
2,1.037667706,-11.49455116,0,,0,0,50,-50,1,1
2,1.037667706,-11.49455116,0,,0,0,50,-50,1,1
2,1.037667707,-11.49455116,0,,0,0,50,-50,1,1
2,1.045757176,-1.591842858,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.046512637,-0.611568351,0,,0,0,,,0,0
2,1.049569332,0.210062213,1.279999827,,2.040538838,0.670692682,10,-10,0,0
2,1.048340958,1.342267791,2.56E-08,,2.894385396,1.374617409,20,-20,0,0
3,1.046271854,6.786926498,0,,1.700242489,0.558842681,,,0,0
3,1.04679472,0.474185788,0,,0.414338827,0.234347964,,,0,0
2,1.049996429,8.32168379,10.78992252,,3.860351784,1.707937631,40,-40,0,0
3,1.048491599,4.469048153,0,,0,0,,,0,0
2,1.049989814,7.853624707,2.299997897,,0.91419896,0.344949747,20,-20,0,0
2,1.049999877,2.866787629,0.479999995,,2.090542536,0.921170092,10,-10,0,0
2,1.030457144,-4.318498983,5.759999649,,7.638952352,2.793552675,30,-30,0,0
2,1.049999962,1.470093111,18.0999992,,2.420097315,1.193091471,40,-40,0,0
2,1.029963696,-5.134765611,5.61999988,,2.87692072,1.036457332,40,-40,0,0
2,1.025504296,-4.800817599,0.829999886,,1.082197423,0.427896308,10,-10,0,0
2,1.023199906,-3.121333065,7.899999876,,1.735795772,0.57052848,10,-10,0,0
2,1.036454015,-3.784736374,8.009999498,,2.618737378,0.907154238,40,-40,0,0
2,1.040632342,-12.27922879,0.249999996,,3.506602492,1.152564502,10,-10,0,0
3,1.038003467,-11.93582315,0,,13.82631783,5.038276459,,,0,0
2,1.049999967,9.028404584,4.333176255,,0,0,20,-20,0,0
3,1.034179026,-8.668036828,0,,2.790721609,0.917265835,,,0,0
3,1.045377442,-2.117210007,0,,0,0,,,0,0
2,1.049999899,9.131961175,15.80005105,,-1.575845306,-3.58E-18,40,-40,0,0
2,1.035503568,-5.471304757,12.02999977,,17.92976899,6.682361917,50,-50,0,0
2,1.049999973,-7.4798666,0.829999907,,1.389783506,0.456799748,20,-20,0,0
2,1.02779016,-4.219647594,2.19999991,,2.265916443,0.744770719,30,-30,0,0
2,1.046277601,-2.173541203,8.409999695,,2.341759151,1.102975084,20,-20,0,0
2,1.03717685,-11.34414501,2.299999931,,11.15710566,4.040350618,10,-10,0,0
3,1.048308791,6.199911777,0,,0,0,,,0,0
2,1.000071581,-0.000248709,33.99999925,,2.169744875,0.713160653,70,-70,0,0
2,1.030935634,-5.387383241,10.96999977,,25.7910013,9.178094235,30,-30,0,0
2,1.045674549,-1.573133824,0.569999683,,3.572255082,1.184149565,20,-20,0,0
3,1.028758549,-5.124696376,0,,1.576676991,0.518228666,,,0,0
3,1.012122685,-5.212949517,0,,25.39783603,9.064359407,,,0,0
2,1.019876767,-5.131162397,1.119999885,,2.691811238,0.884755568,10,-10,0,0
3,1.042108282,-2.597730707,0,,5.745442584,2.22908187,,,0,0
3,1.049999983,8.322723089,0,,0,0,,,0,0
3,1.049999902,9.131961162,0,,0,0,,,0,0
2,1.049998238,9.028410307,0,,0,0,50,-50,1,1
2,1.049999982,6.191785222,0,,0,0,50,-50,1,1
2,1.049980612,-7.479764103,0,,0,0,50,-50,1,1
2,1.046433908,-11.96205426,0,,0,0,50,-50,1,1
2,1.037176843,-11.34414497,0,,0,0,50,-50,1,1
2,1.037176848,-11.344145,0,,0,0,50,-50,1,1
2,1.037176852,-11.34414502,0,,0,0,50,-50,1,1
2,1.045674547,-1.573133813,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.046616694,-0.210391912,0,,0,0,,,0,0
2,1.049754502,0.663737279,1.279999695,,2.033597953,0.668411324,10,-10,0,0
2,1.048461485,1.819806117,4.80E-08,,3.104461201,1.366323969,20,-20,0,0
3,1.046205674,7.639547151,0,,1.694459121,0.55694178,,,0,0
3,1.046905071,0.924134827,0,,0.404295966,0.23355083,,,0,0
2,1.049995904,9.184013496,10.7898997,,4.013474153,1.700483653,40,-40,0,0
3,1.048348576,5.12123664,0,,0,0,,,0,0
2,1.049987295,8.712842692,2.299996307,,0.906061667,0.343776402,20,-20,0,0
2,1.049999871,3.433940188,0.479999991,,2.202095937,0.914079375,10,-10,0,0
2,1.030598089,-4.285758748,5.759999391,,7.717706037,2.781312028,30,-30,0,0
2,1.049999927,1.428501286,18.09999873,,2.470592067,1.189238201,40,-40,0,0
2,1.030125578,-5.101651473,5.619999789,,2.881151705,1.032931827,40,-40,0,0
2,1.025580726,-4.793595986,0.829999801,,1.08817741,0.42644082,10,-10,0,0
2,1.023251898,-3.114352427,7.899999785,,1.72989147,0.56858783,10,-10,0,0
2,1.036767275,-3.676459564,8.009999125,,2.564759758,0.892937756,40,-40,0,0
2,1.040571127,-12.15377832,0.249999993,,3.494674798,1.148644059,10,-10,0,0
3,1.037974143,-11.76390969,0,,13.9827129,5.009614432,,,0,0
2,1.049999993,10.01613762,6.145141642,,0,0,20,-20,0,0
3,1.034108379,-8.669228593,0,,2.781228981,0.914145759,,,0,0
3,1.045591166,-1.797837426,0,,0,0,,,0,0
2,1.049999811,10.11848951,15.80009633,,-1.373586263,-8.76E-18,40,-40,0,0
2,1.035463298,-5.492417853,12.0299996,,18.15144495,6.643965352,50,-50,0,0
2,1.049999921,-7.20089676,0.829999832,,1.385056163,0.455245945,20,-20,0,0
2,1.027854758,-4.211463326,2.199999847,,2.233815316,0.734219588,30,-30,0,0
2,1.046731503,-1.920907023,8.409999467,,2.389582712,1.09870232,20,-20,0,0
2,1.037023246,-11.32687743,2.299999876,,11.29816629,4.019210983,10,-10,0,0
3,1.048148859,7.039628408,0,,0,0,,,0,0
2,1.000071694,-0.000249102,33.99999871,,2.162364496,0.710734839,70,-70,0,0
2,1.031129883,-5.344766777,10.9699996,,26.06488454,9.174703486,30,-30,0,0
2,1.045650583,-1.604827504,0.569999466,,3.556573492,1.180121685,20,-20,0,0
3,1.028902694,-5.096935003,0,,1.571313931,0.516465913,,,0,0
3,1.012186473,-5.219771934,0,,25.61697798,9.060490599,,,0,0
2,1.019955561,-5.131978757,1.119999801,,2.618695521,0.860723594,10,-10,0,0
3,1.041968318,-2.207164206,0,,5.882823781,2.213091343,,,0,0
3,1.049999967,9.185811627,0,,0,0,,,0,0
3,1.049999814,10.1184895,0,,0,0,,,0,0
2,1.049998338,10.0161431,0,,0,0,50,-50,1,1
2,1.049999969,7.030732039,0,,0,0,50,-50,1,1
2,1.049976098,-7.200770643,0,,0,0,50,-50,1,1
2,1.046449844,-11.79028237,0,,0,0,50,-50,1,1
2,1.037023234,-11.32687736,0,,0,0,50,-50,1,1
2,1.037023243,-11.32687741,0,,0,0,50,-50,1,1
2,1.037023249,-11.32687744,0,,0,0,50,-50,1,1
2,1.045650578,-1.604827483,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.046729256,-0.365591349,0,,0,0,,,0,0
2,1.049863508,0.488356245,1.279999991,,2.038363337,0.669977629,10,-10,0,0
2,1.048402265,1.568126794,1.49E-09,,3.323249033,1.339457328,20,-20,0,0
3,1.046210586,7.578942368,0,,1.698429791,0.558246876,,,0,0
3,1.046928987,0.712314529,0,,0.396367844,0.234098116,,,0,0
2,1.049995672,9.100567414,10.78999731,,4.188724587,1.665378401,40,-40,0,0
3,1.048255223,4.944701981,0,,0,0,,,0,0
2,1.049999978,8.640738044,2.299999887,,0.901978316,0.344581982,20,-20,0,0
2,1.049999994,3.218202198,0.48,,2.345109808,0.893198404,10,-10,0,0
2,1.030708269,-4.314351035,5.759999981,,7.722471994,2.718328101,30,-30,0,0
2,1.049999998,1.273816264,18.09999996,,2.588408029,1.164268058,40,-40,0,0
2,1.030257471,-5.099164737,5.619999993,,2.909024825,1.035352323,40,-40,0,0
2,1.025727539,-4.799122232,0.829999994,,1.105730808,0.42744011,10,-10,0,0
2,1.023359459,-3.138436239,7.899999993,,1.73394517,0.569920217,10,-10,0,0
2,1.036848768,-3.702900809,8.009999973,,2.575398555,0.900566157,40,-40,0,0
2,1.040595449,-12.30542823,0.25,,3.502863961,1.151335707,10,-10,0,0
3,1.038067322,-11.91475577,0,,14.04870275,4.908305158,,,0,0
2,1.049999999,10.00129279,6.8476408,,0,0,20,-20,0,0
3,1.034151736,-8.791555833,0,,2.787746308,0.916287901,,,0,0
3,1.045633382,-1.896171866,0,,0,0,,,0,0
2,1.049999994,10.10268321,15.80000301,,-1.2124472,-2.98E-19,40,-40,0,0
2,1.03554477,-5.586644536,12.02999999,,18.28708054,6.506043813,50,-50,0,0
2,1.049999998,-7.330498213,0.829999995,,1.388301801,0.456312735,20,-20,0,0
2,1.027981707,-4.24031131,2.199999995,,2.251182157,0.739927793,30,-30,0,0
2,1.046767005,-1.999456435,8.409999984,,2.40753018,1.073409911,20,-20,0,0
2,1.03708777,-11.47729673,2.299999996,,11.40828909,3.9610285,10,-10,0,0
3,1.048129253,6.997484723,0,,0,0,,,0,0
2,1.000071774,-0.000249378,33.99999996,,2.167431622,0.712400323,70,-70,0,0
2,1.031264748,-5.336659314,10.96999999,,25.73140621,8.923442973,30,-30,0,0
2,1.04564971,-1.736519753,0.569999984,,3.559958526,1.182887095,20,-20,0,0
3,1.029036542,-5.096307974,0,,1.574996032,0.517676161,,,0,0
3,1.012636394,-5.198646004,0,,25.24012237,8.804197922,,,0,0
2,1.020303165,-5.120021208,1.119999994,,2.656642553,0.87319618,10,-10,0,0
3,1.042013193,-2.314130256,0,,5.99564694,2.161370477,,,0,0
3,1.049999999,9.10280721,0,,0,0,,,0,0
3,1.049999998,10.1026832,0,,0,0,,,0,0
2,1.049999358,10.00129491,0,,0,0,50,-50,1,1
2,1.049999999,6.988493818,0,,0,0,50,-50,1,1
2,1.049992904,-7.330460656,0,,0,0,50,-50,1,1
2,1.046405441,-11.94069803,0,,0,0,50,-50,1,1
2,1.03708777,-11.47729673,0,,0,0,50,-50,1,1
2,1.03708777,-11.47729673,0,,0,0,50,-50,1,1
2,1.03708777,-11.47729673,0,,0,0,50,-50,1,1
2,1.04564971,-1.736519753,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.046063805,-3.233016446,0,,0,0,,,0,0
2,1.048445809,-2.732186463,1.27999984,,2.046547365,0.672667589,10,-10,0,0
2,1.0471113,-2.220763033,1.90E-08,,3.376929031,1.248444727,20,-20,0,0
3,1.046531476,2.745974729,0,,1.705248986,0.560488237,,,0,0
3,1.045987499,-2.710971152,0,,0.383594966,0.23503802,,,0,0
2,1.04999756,4.090074914,10.7573936,,4.081982717,1.546205999,40,-40,0,0
3,1.04837207,0.622057131,0,,0,0,,,0,0
2,1.049941706,3.716318087,2.299997851,,0.887036777,0.345965479,20,-20,0,0
2,1.04970658,-0.804630456,0.479999997,,2.347011963,0.823199034,10,-10,0,0
2,1.030506672,-4.60904235,5.759999604,,7.335142148,2.505519555,30,-30,0,0
2,1.049999973,1.088516047,18.09999774,,2.606623803,1.079374587,40,-40,0,0
2,1.030027712,-5.332643963,5.619999869,,2.939782007,1.039509262,40,-40,0,0
2,1.02599206,-4.86556763,0.829999868,,1.123481492,0.429156282,10,-10,0,0
2,1.023572197,-3.253687079,7.899999851,,1.740906959,0.572208446,10,-10,0,0
2,1.035664511,-4.434148476,8.009999444,,2.623889639,0.924006162,40,-40,0,0
2,1.040388052,-13.51432907,0.249999997,,3.516927959,1.155958319,10,-10,0,0
3,1.03782102,-13.3945779,0,,13.4426032,4.565379157,,,0,0
2,1.049999953,4.618863195,0.57299464,,0,0,20,-20,0,0
3,1.034673868,-9.178741106,0,,2.798939108,0.919966796,,,0,0
3,1.044355387,-4.058973344,0,,0,0,,,0,0
2,1.049999951,4.719921346,15.80004006,,-1.156654657,8.75E-20,40,-40,0,0
2,1.036149781,-5.760170291,12.02999976,,17.53113908,6.039829589,50,-50,0,0
2,1.048848609,-9.332578709,0.829999919,,1.393875833,0.458144831,20,-20,0,0
2,1.02821896,-4.379714699,2.199999885,,2.303666298,0.757178496,30,-30,0,0
2,1.044461385,-3.727529312,8.409999684,,2.288231937,0.987917332,20,-20,0,0
2,1.03794141,-12.08647605,2.299999937,,11.1045909,3.760161104,10,-10,0,0
3,1.048801564,2.299978161,0,,0,0,,,0,0
2,1.000071726,-0.000249212,33.99999899,,2.176133859,0.71526061,70,-70,0,0
2,1.030847287,-5.628130571,10.96999975,,23.75299179,8.074676693,30,-30,0,0
2,1.045879288,-1.918701951,0.56999957,,3.565556809,1.187636386,20,-20,0,0
3,1.028917152,-5.294033495,0,,1.581319641,0.519754631,,,0,0
3,1.014055676,-5.104000564,0,,23.16050337,7.939800322,,,0,0
2,1.021334068,-5.078638512,1.119999867,,2.781222485,0.914143624,10,-10,0,0
3,1.042412304,-4.874100139,0,,5.774813674,1.98794069,,,0,0
3,1.049999988,4.090143327,0,,0,0,,,0,0
3,1.049999954,4.719921334,0,,0,0,,,0,0
2,1.049998873,4.618866767,0,,0,0,50,-50,1,1
2,1.049999979,2.294222223,0,,0,0,50,-50,1,1
2,1.048848548,-9.332578386,0,,0,0,50,-50,1,1
2,1.045228016,-13.41762861,0,,0,0,50,-50,1,1
2,1.037941404,-12.08647602,0,,0,0,50,-50,1,1
2,1.037941408,-12.08647604,0,,0,0,50,-50,1,1
2,1.037941411,-12.08647606,0,,0,0,50,-50,1,1
2,1.045879286,-1.918701942,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.044407449,-5.867723276,0,,0,0,,,0,0
2,1.046209225,-5.766173574,1.279999046,,2.022409662,0.66473391,10,-10,0,0
2,1.045456343,-5.864438104,7.40E-08,,3.250482168,1.133290001,20,-20,0,0
3,1.04684175,-1.906366159,0,,1.685136677,0.553877641,,,0,0
3,1.044417125,-5.936065731,0,,0.296029463,0.232265898,,,0,0
2,1.049993544,-1.195887124,4.337608383,,3.714586164,1.388343149,40,-40,0,0
3,1.047685782,-3.739358427,0,,0,0,,,0,0
2,1.049761402,-1.26447131,2.299982091,,0.838316454,0.341885039,20,-20,0,0
2,1.04749523,-4.767278018,0.479999986,,2.21689378,0.740160278,10,-10,0,0
2,1.029378129,-4.884752809,5.759996302,,6.702248296,2.227794765,30,-30,0,0
2,1.04514204,-1.885570762,13.58198333,,2.543271204,0.963777644,40,-40,0,0
2,1.029122125,-5.410189756,5.619998854,,2.898545267,1.027248922,40,-40,0,0
2,1.025301115,-4.937397335,0.829998703,,1.099302098,0.424094661,10,-10,0,0
2,1.022779944,-3.467395768,7.899998282,,1.720374087,0.565459617,10,-10,0,0
2,1.033979284,-4.974830031,8.009994958,,2.691146667,0.966302679,40,-40,0,0
2,1.0365079,-14.64330047,0.249999989,,3.475448067,1.142324538,10,-10,0,0
3,1.033982992,-14.66558822,0,,12.44322851,4.128815349,,,0,0
2,1.049992743,-0.121722054,8.05E-05,,0,0,20,-20,0,0
3,1.031968715,-9.988060991,0,,2.765927431,0.909116383,,,0,0
3,1.041845902,-5.924160119,0,,0,0,,,0,0
2,1.04999988,-0.02040869,15.80006724,,-1.203295169,-3.07E-20,40,-40,0,0
2,1.033611303,-6.55424333,12.02999841,,16.26461801,5.449181452,50,-50,0,0
2,1.043840933,-11.04763089,0.829999589,,1.377435968,0.452741309,20,-20,0,0
2,1.027194514,-4.642559471,2.19999877,,2.3930742,0.786565452,30,-30,0,0
2,1.041578808,-5.174033045,8.40999758,,1.941628949,0.875077777,20,-20,0,0
2,1.035048939,-12.91729235,2.299999669,,10.55221835,3.488349357,10,-10,0,0
3,1.049069708,-1.895316547,0,,0,0,,,0,0
2,1.000069464,-0.000241353,33.99995556,,2.150467767,0.706824574,70,-70,0,0
2,1.029873134,-5.712914174,10.96999793,,20.63678093,6.89349254,30,-30,0,0
2,1.040960896,-4.04328131,0.569996654,,3.496668993,1.173628982,20,-20,0,0
3,1.028063118,-5.369733149,0,,1.562668998,0.513624461,,,0,0
3,1.01510888,-4.944272605,0,,19.97680039,6.745663789,,,0,0
2,1.02171983,-4.99718807,1.119998625,,3.054085089,1.003829225,10,-10,0,0
3,1.040705346,-7.085552282,0,,5.346249892,1.779340603,,,0,0
3,1.049999864,-1.190298862,0,,0,0,,,0,0
3,1.049999883,-0.020408703,0,,0,0,,,0,0
2,1.049992238,-0.121720383,0,,0,0,50,-50,1,1
2,1.049999647,-1.899781865,0,,0,0,50,-50,1,1
2,1.043840925,-11.04763084,0,,0,0,50,-50,1,1
2,1.040447718,-14.68578121,0,,0,0,50,-50,1,1
2,1.035048922,-12.91729225,0,,0,0,50,-50,1,1
2,1.035048934,-12.91729233,0,,0,0,50,-50,1,1
2,1.035048943,-12.91729237,0,,0,0,50,-50,1,1
2,1.040960892,-4.043281294,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.045031267,-5.542707153,0,,0,0,,,0,0
2,1.046781499,-5.391991303,1.279995322,,2.03059369,0.66742387,10,-10,0,0
2,1.045815622,-5.410163093,3.93E-07,,3.367529157,1.16777705,20,-20,0,0
3,1.046761803,-1.264817511,0,,1.691955872,0.556119002,,,0,0
3,1.0449079,-5.513955641,0,,0.220103002,0.233205802,,,0,0
2,1.049993985,-0.448437799,5.475410625,,3.795516733,1.416992165,40,-40,0,0
3,1.04782957,-3.164131258,0,,0,0,,,0,0
2,1.04972356,-0.564246937,2.299919425,,0.82695838,0.343268536,20,-20,0,0
2,1.047888168,-4.274398123,0.479999927,,2.317084495,0.772220589,10,-10,0,0
2,1.030361939,-4.871408868,5.759983344,,6.875195187,2.277059781,30,-30,0,0
2,1.048455126,-1.321043074,14.64763141,,2.580220972,0.977066014,40,-40,0,0
2,1.030075407,-5.371640816,5.619994715,,2.879666968,1.031405862,40,-40,0,0
2,1.026193613,-4.928640295,0.8299942,,1.074879286,0.425810833,10,-10,0,0
2,1.023611174,-3.454958072,7.899992666,,1.727335876,0.567747847,10,-10,0,0
2,1.034991918,-4.903103026,8.009977036,,2.802800235,1.025701472,40,-40,0,0
2,1.038069833,-14.66457215,0.249999944,,3.489512064,1.14694715,10,-10,0,0
3,1.035368854,-14.67727609,0,,12.81963204,4.247610986,,,0,0
2,1.049990842,0.532094529,0.000641458,,0,0,20,-20,0,0
3,1.03359785,-9.973265992,0,,2.777120231,0.912795278,,,0,0
3,1.042779268,-5.709346679,0,,0,0,,,0,0
2,1.04999955,0.633868101,15.80042547,,-1.280995712,-5.93E-21,40,-40,0,0
2,1.03532765,-6.488095502,12.02999229,,16.76804116,5.610009379,50,-50,0,0
2,1.045384303,-10.94671977,0.829997925,,1.383009999,0.454573404,20,-20,0,0
2,1.028217059,-4.625450027,2.199994558,,2.524363545,0.829718173,30,-30,0,0
2,1.042704622,-4.99507013,8.409988613,,1.837259921,0.891781041,20,-20,0,0
2,1.036700146,-12.9561281,2.299998335,,10.82643053,3.566085616,10,-10,0,0
3,1.049064456,-1.333307052,0,,0,0,,,0,0
2,1.000071337,-0.000247861,33.99988952,,2.159170004,0.709684861,70,-70,0,0
2,1.030851559,-5.664448506,10.96999031,,20.6491442,6.88052465,30,-30,0,0
2,1.043847825,-3.665395047,0.569983528,,3.47041862,1.178378274,20,-20,0,0
3,1.029001187,-5.337749796,0,,1.568992606,0.515702931,,,0,0
3,1.01567303,-4.949758999,0,,19.93187804,6.738556961,,,0,0
2,1.022354414,-5.00530446,1.119993924,,3.385290506,1.112691181,10,-10,0,0
3,1.041387239,-6.858675992,0,,5.573895186,1.851339895,,,0,0
3,1.049999713,-0.443813581,0,,0,0,,,0,0
3,1.049999554,0.633868089,0,,0,0,,,0,0
2,1.049989841,0.532097843,0,,0,0,50,-50,1,1
2,1.049998778,-1.337793425,0,,0,0,50,-50,1,1
2,1.045384066,-10.94671851,0,,0,0,50,-50,1,1
2,1.042078055,-14.69820467,0,,0,0,50,-50,1,1
2,1.036699949,-12.95612692,0,,0,0,50,-50,1,1
2,1.036700074,-12.95612769,0,,0,0,50,-50,1,1
2,1.03670016,-12.95612816,0,,0,0,50,-50,1,1
2,1.043847671,-3.665394283,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.046696443,-2.449713694,0,,0,0,,,0,0
2,1.049265557,-1.849874569,1.279999976,,2.03432312,0.668649674,10,-10,0,0
2,1.047628506,-1.229641735,3.26E-09,,3.739407504,1.288870728,20,-20,0,0
3,1.046444757,4.381980742,0,,1.695063353,0.557140381,,,0,0
3,1.046607567,-1.761448292,0,,0.219510005,0.233634113,,,0,0
2,1.049996411,5.769970916,10.78998825,,4.257354671,1.555085427,40,-40,0,0
3,1.048308041,1.903989673,0,,0,0,,,0,0
2,1.049998594,5.382943859,2.299999692,,0.845854998,0.34389899,20,-20,0,0
2,1.049999958,0.292710071,0.479999999,,2.621609815,0.872168806,10,-10,0,0
2,1.031113635,-4.599140337,5.759999945,,7.614852426,2.521227875,30,-30,0,0
2,1.049999995,0.730500707,18.09999985,,2.829263793,1.066611877,40,-40,0,0
2,1.03080474,-5.157139001,5.619999981,,2.867487322,1.033300163,40,-40,0,0
2,1.026508552,-4.857514331,0.829999982,,1.060552094,0.426592886,10,-10,0,0
2,1.023976092,-3.29987866,7.89999998,,1.730508337,0.568790584,10,-10,0,0
2,1.036645414,-4.19520942,8.009999921,,2.952507652,1.079434813,40,-40,0,0
2,1.041100778,-13.63034354,0.25,,3.495920975,1.149053657,10,-10,0,0
3,1.038500007,-13.41956308,0,,14.15646457,4.690024363,,,0,0
2,1.05,6.512569968,3.462202082,,0,0,20,-20,0,0
3,1.034946559,-9.477506461,0,,2.782220748,0.914471737,,,0,0
3,1.045229782,-3.479710147,0,,0,0,,,0,0
2,1.04999999,6.614854851,15.80000658,,-1.36253144,1.25E-19,40,-40,0,0
2,1.03640541,-6.036151499,12.02999997,,18.57340605,6.210588911,50,-50,0,0
2,1.049999991,-9.036826466,0.829999987,,1.385550064,0.455408283,20,-20,0,0
2,1.028700836,-4.435907323,2.199999985,,2.642630254,0.86859056,30,-30,0,0
2,1.045855815,-3.23765829,8.409999954,,2.104555163,0.98604215,20,-20,0,0
2,1.038248471,-12.41341271,2.299999991,,11.64320459,3.835646831,10,-10,0,0
3,1.048546055,3.886096825,0,,0,0,,,0,0
2,1.000072496,-0.000251888,33.99999987,,2.16313558,0.710988283,70,-70,0,0
2,1.03174103,-5.398215039,10.96999996,,22.82186446,7.594418579,30,-30,0,0
2,1.045953758,-2.233424497,0.569999949,,3.467870534,1.180542508,20,-20,0,0
3,1.029635743,-5.154204703,0,,1.571874251,0.516650082,,,0,0
3,1.014790573,-5.069490755,0,,22.13800768,7.473062455,,,0,0
2,1.021861722,-5.071792374,1.119999981,,3.689444402,1.212661732,10,-10,0,0
3,1.042474206,-4.236347229,0,,6.298411467,2.089749943,,,0,0
3,1.049999998,5.771284267,0,,0,0,,,0,0
3,1.049999994,6.614854839,0,,0,0,,,0,0
2,1.049999185,6.512572665,0,,0,0,50,-50,1,1
2,1.049999997,3.879111888,0,,0,0,50,-50,1,1
2,1.049990036,-9.036773769,0,,0,0,50,-50,1,1
2,1.046332093,-13.44392075,0,,0,0,50,-50,1,1
2,1.03824847,-12.4134127,0,,0,0,50,-50,1,1
2,1.03824847,-12.4134127,0,,0,0,50,-50,1,1
2,1.038248471,-12.41341271,0,,0,0,50,-50,1,1
2,1.045953757,-2.233424495,0,,0,0,50,-50,1,1
2,1,,,,0,0,1000,-1000,0,0
2,1,,,,0,0,1000,-1000,0,0
1,1,0,0,,0,0,50,-50,1,1
3,1.045744479,-4.5009887,0,,0,0,,,0,0
2,1.047805213,-4.163030153,1.279999939,,1.989155572,0.653803819,10,-10,0,0
2,1.046479753,-3.968219132,6.37E-09,,3.582070542,1.233946752,20,-20,0,0
3,1.046756032,0.765420494,0,,1.657428302,0.544770338,,,0,0
3,1.045594064,-4.235428085,0,,0.2434018,0.228446795,,,0,0
2,1.049996163,1.868885299,8.776852637,,4.117574468,1.491708234,40,-40,0,0
3,1.048075939,-1.339504814,0,,0,0,,,0,0
2,1.049933697,1.614582219,2.299999095,,0.848539286,0.33626349,20,-20,0,0
2,1.04888845,-2.662955605,0.479999999,,2.499590721,0.83061306,10,-10,0,0
2,1.030776788,-4.789612119,5.759999824,,7.294888014,2.414645914,30,-30,0,0
2,1.049999989,0.479059032,17.59045831,,2.734710534,1.025047852,40,-40,0,0
2,1.030448282,-5.342327252,5.619999942,,2.791777141,1.010358068,40,-40,0,0
2,1.026469767,-4.904647383,0.82999994,,1.026498487,0.417121355,10,-10,0,0
2,1.023933587,-3.361615746,7.89999993,,1.69208631,0.556161875,10,-10,0,0
2,1.035646172,-4.717131598,8.009999754,,2.851381294,1.039528254,40,-40,0,0
2,1.039893112,-14.29913318,0.249999999,,3.418301949,1.123541517,10,-10,0,0
3,1.037035803,-14.2966026,0,,13.5605776,4.491215654,,,0,0
2,1.049999975,2.591321051,1.92E-05,,0,0,20,-20,0,0
3,1.03489517,-9.623709692,0,,2.720447823,0.894167958,,,0,0
3,1.043782943,-5.001968172,0,,0,0,,,0,0
2,1.049999983,2.694695507,15.8000089,,-1.545368929,-1.66E-20,40,-40,0,0
2,1.036467191,-6.099471696,12.0299999,,17.79217092,5.944210128,50,-50,0,0
2,1.047636035,-10.3437323,0.829999971,,1.354787056,0.445296971,20,-20,0,0
2,1.028632445,-4.513699295,2.199999946,,2.549023111,0.83782338,30,-30,0,0
2,1.043894068,-4.4583872,8.409999868,,2.049076773,0.944885513,20,-20,0,0
2,1.038144855,-12.66201655,2.299999977,,11.21163365,3.692927004,10,-10,0,0
3,1.048933324,0.465727127,0,,0,0,,,0,0
2,1.000072261,-0.00025107,33.99999945,,2.115108043,0.695202394,70,-70,0,0
2,1.031235773,-5.642875502,10.96999989,,21.92848778,7.29604059,30,-30,0,0
2,1.045892772,-2.403779945,0.569999788,,3.401098234,1.154331229,20,-20,0,0
3,1.029362597,-5.308279832,0,,1.536974335,0.505179034,,,0,0
3,1.015271745,-5.032281051,0,,21.25886797,7.17299536,,,0,0
2,1.022201701,-5.057347463,1.119999939,,3.515933744,1.155631537,10,-10,0,0
3,1.041966331,-6.017992201,0,,6.004115457,1.991000939,,,0,0
3,1.049999994,1.870830676,0,,0,0,,,0,0
3,1.049999986,2.694695494,0,,0,0,,,0,0
